0,   37.7,  8.0
0.1, 47.4,  10.5
0.2, 60.0,  15.0
0.3, 76.5,  21.5
0.4, 97.0,  33.5
0.5, 122.5, 47.5
0.6, 155.0, 72.0
0.7, 196.5, 110.0
0.8, 249.0, 169.0
0.9, 315.0, 260.5
1.0, 400.0, 400.0
